,Unnamed: 0,title,link,NBER_ID,authors,authors_links,date,abstract,a_d,links,doi,topics,programs,id
7432,10,Cognitive and Noncognitive Skills and the Selection and Sorting of Migrants,/papers/w23877,23877,"['Aline Bütikofer', 'Giovanni Peri']","['/people/butikofer_aline', '/people/giovanni_peri']",October 2017,,,,,,,
7433,96,Predicting Relative Returns,/papers/w23886,23886,"['Valentin Haddad', 'Serhiy Kozak', 'Shrihari Santosh']","['/people/valentin_haddad', '/people/serhiy_kozak', '/people/shrihari_santosh']",October 2017,,,,,,,
7434,5,Predicting Relative Returns,/papers/w23886,23886,"['Valentin Haddad', 'Serhiy Kozak', 'Shrihari Santosh']","['/people/valentin_haddad', '/people/serhiy_kozak', '/people/shrihari_santosh']",October 2017,,,,,,,
7435,97,Optimal Regulation with Exemptions,/papers/w23887,23887,['Louis Kaplow'],['/people/louis_kaplow'],October 2017,,,,,,,
7436,12,Optimal Regulation with Exemptions,/papers/w23887,23887,['Louis Kaplow'],['/people/louis_kaplow'],October 2017,,,,,,,
7437,98,"The End of Free College in England: Implications for Quality, Enrolments, and Equity",/papers/w23888,23888,"['Richard Murphy', 'Judith Scott-Clayton', 'Gillian Wyness']","['/people/richard_murphy', '/people/judith_scott-clayton', '/people/gillian_wyness']",October 2017,,,,,,,
7438,13,"The End of Free College in England: Implications for Quality, Enrolments, and Equity",/papers/w23888,23888,"['Richard Murphy', 'Judith Scott-Clayton', 'Gillian Wyness']","['/people/richard_murphy', '/people/judith_scott-clayton', '/people/gillian_wyness']",October 2017,,,,,,,
7439,99,Busy Directors: Strategic Interaction and Monitoring Synergies,/papers/w23889,23889,"['Alexander Ljungqvist', 'Konrad Raff']","['/people/alexander_ljungqvist', '/people/konrad_raff']",October 2017,,,,,,,
7440,14,Busy Directors: Strategic Interaction and Monitoring Synergies,/papers/w23889,23889,"['Alexander Ljungqvist', 'Konrad Raff']","['/people/alexander_ljungqvist', '/people/konrad_raff']",October 2017,,,,,,,
7441,0,Demystifying the Destination-Based Cash-Flow Tax,/papers/w23881,23881,['Alan J. Auerbach'],['/people/alan_auerbach'],October 2017,,,,,,,
7442,1,The Distribution of Environmental Damages,/papers/w23882,23882,"['Solomon Hsiang', 'Paulina Oliva', 'Reed Walker']","['/people/solomon_hsiang', '/people/paulina_oliva', '/people/reed_walker']",October 2017,,,,,,,
7443,2,A Tough Act to Follow: Contrast Effects In Financial Markets,/papers/w23883,23883,"['Samuel M. Hartzmark', 'Kelly Shue']","['/people/samuel_hartzmark', '/people/kelly_shue']",October 2017,,,,,,,
7444,3,Directed Search: A Guided Tour,/papers/w23884,23884,"['Randall Wright', 'Philipp Kircher', 'Benoit Julîen', 'Veronica Guerrieri']","['/people/randall_wright', '/people/philipp_kircher', '/people/benoit_julien', '/people/veronica_guerrieri']",October 2017,,,,,,,
7445,4,The Employment Effects of Mexican Repatriations: Evidence from the 1930's,/papers/w23885,23885,"['Jongkwan Lee', 'Giovanni Peri', 'Vasil Yasenov']","['/people/kwanlee84', '/people/giovanni_peri', '/people/yasenov']",October 2017,,,,,,,
7446,11,Paralyzed by Panic: Measuring the Effect of School Closures during the 1916 Polio Pandemic on Educational Attainment,/papers/w23890,23890,"['Keith Meyers', 'Melissa A. Thomasson']","['/people/keith_meyers', '/people/melissa_thomasson']",October 2017,,,,,,,
7447,15,Reducing Information Frictions in Venture Capital: The Role of New Venture Competitions,/papers/w23874,23874,['Sabrina T. Howell'],['/people/sabrina_howell'],October 2017,,,,,,,
7448,16,Flood Risk Belief Heterogeneity and Coastal Home Price Dynamics: Going Under Water?,/papers/w23854,23854,"['Laura A. Bakkensen', 'Lint Barrage']","['/people/laura_bakkensen', '/people/lint_barrage']",September 2017,,,,,,,
7449,17,"Agricultural Trade Reform, Reallocation and Technical Change: Evidence from the Canadian Prairies",/papers/w23857,23857,"['Mark Brown', 'Shon M. Ferguson', 'Crina Viju']","['/people/mark_brown', '/people/shon_ferguson', '/people/crina_viju']",September 2017,,,,,,,
7450,18,International Credit Supply Shocks,/papers/w23841,23841,"['Ambrogio Cesa-Bianchi', 'Andrea Ferrero', 'Alessandro Rebucci']","['/people/ambropo', '/people/andrea_ferrero', '/people/alessandro_rebucci']",September 2017,,,,,,,
7451,19,Comparing 2SLS vs 2SRI for Binary Outcomes and Binary Exposures,/papers/w23840,23840,"['Anirban Basu', 'Norma Coe', 'Cole G. Chapman']","['/people/anirban_basu', '/people/norma_coe', '/people/cole_chapman']",September 2017,,,,,,,
7452,20,Returns to Pharmaceutical Innovation in the Market for Oral Chemotherapy in Response to Insurance Coverage Expansion,/papers/w23842,23842,"['Caroline S. Bennette', 'Anirban Basu', 'Scott D. Ramsey', 'Zachary Helms', 'Peter B. Bach']","['/people/caroline_bennette', '/people/anirban_basu', '/people/scott_ramsey', '/people/zachary_helms', '/people/peter_b_bach']",September 2017,,,,,,,
7453,21,The Decline of Big-Bank Lending to Small Business: Dynamic Impacts on Local Credit and Labor Markets,/papers/w23843,23843,"['Brian S. Chen', 'Samuel G. Hanson', 'Jeremy C. Stein']","['/people/brian_s_chen', '/people/samuel_hanson', '/people/jeremy_stein']",September 2017,,,,,,,
7454,22,Longitudinal Determinants of End-of-Life Wealth Inequality,/papers/w23839,23839,"['James M. Poterba', 'Steven F. Venti', 'David A. Wise']","['/people/james_poterba', '/people/steven_venti', '/people/david_wise']",September 2017,,,,,,,
7455,23,The Productivity Slowdown and the Declining Labor Share: A Neoclassical Exploration,/papers/w23853,23853,"['Gene M. Grossman', 'Elhanan Helpman', 'Ezra Oberfield', 'Thomas Sampson']","['/people/gene_grossman', '/people/elhanan_helpman', '/people/ezra_oberfield', '/people/thomas_sampson']",September 2017,,,,,,,
7456,24,"Crude by Rail, Option Value, and Pipeline Investment",/papers/w23855,23855,"['Thomas R. Covert', 'Ryan Kellogg']","['/people/thomas_covert', '/people/ryan_kellogg']",September 2017,,,,,,,
7457,25,Attribute Substitution in Household Vehicle Portfolios,/papers/w23856,23856,"['James Archsmith', 'Kenneth Gillingham', 'Christopher R. Knittel', 'David S. Rapson']","['/people/james_archsmith', '/people/kenneth_gillingham', '/people/christopher_knittel', '/people/david_rapson']",September 2017,,,,,,,
7458,26,What Lies Beneath: Pipeline Awareness and Aversion,/papers/w23858,23858,"['Evan Herrnstadt', 'Richard L. Sweeney']","['/people/evan_herrnstadt', '/people/richard_sweeney']",September 2017,,,,,,,
7459,27,The Effects of Accountability Incentives in Early Childhood Education,/papers/w23859,23859,"['Daphna Bassok', 'Thomas Dee', 'Scott Latham']","['/people/daphna_bassok', '/people/thomas_dee', '/people/scott_latham']",September 2017,,,,,,,
7460,28,"ProPelled: The Effects of Grants on Graduation, Earnings, and Welfare",/papers/w23860,23860,"['Jeffrey T. Denning', 'Benjamin M. Marx', 'Lesley J. Turner']","['/people/jeffrey_denning', '/people/benjamin_m_marx', '/people/lesley_turner']",September 2017,,,,,,,
7461,29,The Effect of House Prices on Household Borrowing: A New Approach,/papers/w23861,23861,"['James Cloyne', 'Kilian Huber', 'Ethan Ilzetzki', 'Henrik Kleven']","['/people/james_cloyne', '/people/kilian_huber', '/people/ethan_ilzetzki', '/people/henrik_kleven']",September 2017,,,,,,,
7462,30,Marijuana legalization and disability claiming,/papers/w23862,23862,"['Johanna Catherine Maclean', 'Keshar M. Ghimire', 'Lauren Hersch Nicholas']","['/people/catherine_maclean', '/people/gkeshar', '/people/lauren_nicholas']",September 2017,,,,,,,
7463,31,Diagnostic Expectations and Stock Returns,/papers/w23863,23863,"['Pedro Bordalo', 'Nicola Gennaioli', 'Rafael La Porta', 'Andrei Shleifer']","['/people/pedro_bordalo', '/people/nicola_gennaioli', '/people/rafael_laporta', '/people/andrei_shleifer']",September 2017,,,,,,,
7464,32,The External Costs of Transporting Petroleum Products by Pipelines and Rail: Evidence From Shipments of Crude Oil from North Dakota,/papers/w23852,23852,"['Karen Clay', 'Akshaya Jha', 'Nicholas Muller', 'Randall Walsh']","['/people/karen_clay', '/people/akshaya_jha', '/people/nicholas_muller', '/people/randall_walsh']",September 2017,,,,,,,
7465,33,Employment Hysteresis from the Great Recession,/papers/w23844,23844,['Danny Yagan'],['/people/danny_yagan'],September 2017,,,,,,,
7466,34,East Asian Financial and Economic Development,/papers/w23845,23845,"['Randall Morck', 'Bernard Yeung']","['/people/randall_morck', '/people/bernard_yeung']",September 2017,,,,,,,
7467,35,Premium Levels and Demand Response in Health Insurance: Relative Thinking and Zero-Price Effects,/papers/w23846,23846,"['Rudy Douven', 'Ron van der Heijden', 'Thomas McGuire', 'Frederik T. Schut']","['/people/rudy_douven', '/people/ron_van_der_heijden', '/people/thomas_mcguire', '/people/ftschut']",September 2017,,,,,,,
7468,36,Central Banks: Evolution and Innovation in Historical Perspective,/papers/w23847,23847,"['Michael D. Bordo', 'Pierre L. Siklos']","['/people/michael_bordo', '/people/pierre_siklos']",September 2017,,,,,,,
7469,37,Who Really Benefits from Consumption Tax Cuts? Evidence from a Large VAT Reform in France.,/papers/w23848,23848,"['Youssef Benzarti', 'Dorian Carloni']","['/people/youssef_benzarti', '/people/dorian_carloni']",September 2017,,,,,,,
7470,38,What Goes Up May Not Come Down: Asymmetric Incidence of Value-Added Taxes,/papers/w23849,23849,"['Youssef Benzarti', 'Dorian Carloni', 'Jarkko Harju', 'Tuomas Kosonen']","['/people/youssef_benzarti', '/people/dorian_carloni', '/people/jarkko_harju', '/people/tuomas_kosonen']",September 2017,,,,,,,
7471,39,How Credit Cycles across a Financial Crisis,/papers/w23850,23850,"['Arvind Krishnamurthy', 'Tyler Muir']","['/people/arvind_krishnamurthy', '/people/tyler_muir']",September 2017,,,,,,,
7472,40,Vocational and Career Tech Education in American High Schools: The Value of Depth Over Breadth,/papers/w23851,23851,"['Daniel Kreisman', 'Kevin Stange']","['/people/daniel_kreisman', '/people/kevin_stange']",September 2017,,,,,,,
7473,41,"Default Risk, Sectoral Reallocation, and Persistent Recessions",/papers/w23835,23835,"['Cristina Arellano', 'Yan Bai', 'Gabriel Mihalache']","['/people/cristina_arellano', '/people/yan_bai', '/people/gabriel_mihalache']",September 2017,,,,,,,
7474,42,A Simple Approximation for Evaluating External Validity Bias,/papers/w23826,23826,"['Isaiah Andrews', 'Emily Oster']","['/people/isaiah_andrews', '/people/emily_oster']",September 2017,,,,,,,
7475,43,Ethnic Differences in Demographic Behavior in the United States: What Can We Learn from Vital Statistics about Inequality?,/papers/w23827,23827,['Michael R. Haines'],['/people/michael_haines'],September 2017,,,,,,,
7476,44,Deposit Insurance and Depositor Monitoring: Quasi-Experimental Evidence from the Creation of the Federal Deposit Insurance Corporation,/papers/w23828,23828,"['Haelim Park Anderson', 'Gary Richardson', 'Brian S. Yang']","['/people/haelim_anderson', '/people/gary_richardson', '/people/sejoony']",September 2017,,,,,,,
7477,45,How Efficient is Dynamic Competition? The Case of Price as Investment,/papers/w23829,23829,"['David Besanko', 'Ulrich Doraszelski', 'Yaroslav Kryukov']","['/people/david_besanko', '/people/ulrich_doraszelski', '/people/yaroslav_kryukov']",September 2017,,,,,,,
7478,46,Allocating Effort and Talent in Professional Labor Markets,/papers/w23824,23824,"['Gadi Barlevy', 'Derek Neal']","['/people/gadi_barlevy', '/people/derek_neal']",September 2017,,,,,,,
7479,47,Two Great Trade Collapses: The Interwar Period & Great Recession Compared,/papers/w23825,23825,"[""Kevin Hjortshøj O'Rourke""]",['/people/kevin_orourke'],September 2017,,,,,,,
7480,48,Negative Bubbles: What Happens After a Crash,/papers/w23830,23830,"['William N. Goetzmann', 'Dasol Kim']","['/people/william_goetzmann', '/people/dskim8001']",September 2017,,,,,,,
7481,49,Optimal Financing for R&D-Intensive Firms,/papers/w23831,23831,"['Richard T. Thakor', 'Andrew W. Lo']","['/people/richard_thakor', '/people/andrew_lo']",September 2017,,,,,,,
7482,50,Are CEOs Different? Characteristics of Top Managers,/papers/w23832,23832,"['Steven N. Kaplan', 'Morten Sorensen']","['/people/steven_kaplan', '/people/morten_sorensen']",September 2017,,,,,,,
7483,51,The Economic Implications of Housing Supply,/papers/w23833,23833,"['Edward Glaeser', 'Joseph Gyourko']","['/people/edward_glaeser', '/people/joseph_gyourko']",September 2017,,,,,,,
7484,52,Too Much of a Good Thing? Labor Market Imperfections as a Source of Exceptional Exporter Performance,/papers/w23834,23834,"['Carsten Eckel', 'Stephen R. Yeaple']","['/people/carsten_eckel', '/people/stephen_yeaple']",September 2017,,,,,,,
7485,53,Macro Needs Micro,/papers/w23836,23836,['Fabio Ghironi'],['/people/fabio_ghironi'],September 2017,,,,,,,
7486,54,Keynesian Economics without the Phillips Curve,/papers/w23837,23837,"['Roger E.A. Farmer', 'Giovanni Nicolò']","['/people/roger_farmer', '/people/giovanni_nicolo']",September 2017,,,,,,,
7487,55,General Equilibrium Effects of (Improving) Public Employment Programs: Experimental Evidence from India,/papers/w23838,23838,"['Karthik Muralidharan', 'Paul Niehaus', 'Sandip Sukhtankar']","['/people/karthik_muralidharan', '/people/paul_niehaus', '/people/sandip_sukhtankar']",September 2017,,,,,,,
7488,56,"Water, Health and Wealth",/papers/w23807,23807,"['Nava Ashraf', 'Edward Glaeser', 'Abraham Holland', 'Bryce Millett Steinberg']","['/people/nava_ashraf', '/people/edward_glaeser', '/people/abraham_holland', '/people/bryce_steinberg']",September 2017,,,,,,,
7489,57,Anomalies Abroad: Beyond Data Mining,/papers/w23809,23809,"['Xiaomeng Lu', 'Robert F. Stambaugh', 'Yu Yuan']","['/people/xiaomeng_lu', '/people/robert_stambaugh', '/people/yu_yuan']",September 2017,,,,,,,
7490,58,Network-Mediated Knowledge Spillovers: A Cross-Country Comparative Analysis of Information Security Innovations,/papers/w23808,23808,"['Lee Branstetter', 'Neil Gandal', 'Nadav Kuniesky']","['/people/lee_branstetter', '/people/neil_gandal', '/people/nadav_kuniesky']",September 2017,,,,,,,
7491,59,Complementary Bias: A Model of Two-Sided Statistical Discrimination,/papers/w23811,23811,"['Ashley C. Craig', 'Roland G. Fryer, Jr']","['/people/ashcraig1', '/people/roland_fryer']",September 2017,,,,,,,
7492,60,Changes in Corporate Governance and Top Executive Turnover: The Evidence from Japan,/papers/w23812,23812,"['Hideaki Miyajima', 'Ryo Ogawa', 'Takuji Saito']","['/people/miyajima', '/people/ryo_ogawa', '/people/takuji_saito']",September 2017,,,,,,,
7493,61,Racial Segregation and Southern Lynching,/papers/w23813,23813,"['Lisa D. Cook', 'Trevon D. Logan', 'John M. Parman']","['/people/lisa_cook', '/people/trevon_logan', '/people/john_parman']",September 2017,,,,,,,
7494,62,"Mis-classified, Binary, Endogenous Regressors: Identification and Inference",/papers/w23814,23814,"['Francis J. DiTraglia', 'Camilo García-Jimeno']","['/people/francis_ditraglia', '/people/camilo_garcia-jimeno']",September 2017,,,,,,,
7495,63,Search Engines and Data Retention: Implications for Privacy and Antitrust,/papers/w23815,23815,"['Lesley Chiou', 'Catherine Tucker']","['/people/lesley_chiou', '/people/catherine_tucker']",September 2017,,,,,,,
7496,64,Is There Still Son Preference in the United States?,/papers/w23816,23816,"['Francine D. Blau', 'Lawrence M. Kahn', 'Peter Brummund', 'Jason Cook', 'Miriam Larson-Koester']","['/people/francine_blau', '/people/lawrence_kahn', '/people/peter_brummund', '/people/jason_cook', '/people/mrl236']",September 2017,,,,,,,
7497,65,Signaling to Experts,/papers/w23817,23817,"['Pablo Kurlat', 'Florian Scheuer']","['/people/pablo_kurlat', '/people/florian_scheuer']",September 2017,,,,,,,
7498,66,"The U.S. Shale Oil Boom, the Oil Export Ban, and the Economy: A General Equilibrium Analysis",/papers/w23818,23818,"['Nida Çakir Melek', 'Michael Plante', 'Mine K. Yücel']","['/people/nida_cakir_melek', '/people/michael_plante', '/people/mine_kuban_yucel']",September 2017,,,,,,,
7499,67,"Rural-Urban Migration, Structural Transformation, and Housing Markets in China",/papers/w23819,23819,"['Carlos Garriga', 'Aaron Hedlund', 'Yang Tang', 'Ping Wang']","['/people/carlos_garriga', '/people/aaron_hedlund', '/people/yang_tang', '/people/ping_wang']",September 2017,,,,,,,
7500,68,"Smoking, Health Capital, and Longevity: Evaluation of Personalized Cessation Treatments in a Lifecycle Model with Heterogeneous Agents",/papers/w23820,23820,"['Li-Shiun Chen', 'Ping Wang', 'Yao Yao']","['/people/li-shiun_chen', '/people/ping_wang', '/people/yao_yao']",September 2017,,,,,,,
7501,69,March Madness: NCAA Tournament Participation and College Alcohol Use,/papers/w23821,23821,"['Dustin R. White', 'Benjamin W. Cowan', 'Jadrian Wooten']","['/people/dustin_white', '/people/ben_cowan', '/people/jadrian_wooten']",September 2017,,,,,,,
7502,70,How Segregated is Urban Consumption?,/papers/w23822,23822,"['Donald R. Davis', 'Jonathan I. Dingel', 'Joan Monras', 'Eduardo Morales']","['/people/donald_davis', '/people/jonathan_dingel', '/people/joanmonras', '/people/eduardo_morales']",September 2017,,,,,,,
7503,71,Multi-generational Impacts of Childhood Access to the Safety Net: Early Life Exposure to Medicaid and the Next Generation’s Health,/papers/w23810,23810,"['Chloe N. East', 'Sarah Miller', 'Marianne Page', 'Laura R. Wherry']","['/people/chloe_east', '/people/sarah_miller', '/people/marianne_page', '/people/laura_wherry']",September 2017,,,,,,,
7504,72,Access to Long-Term Care After a Wealth Shock: Evidence from the Housing Bubble and Burst,/papers/w23781,23781,"['Joan Costa Font', 'Richard Frank', 'Katherine Swartz']","['/people/joan_costa_font', '/people/richard_frank', '/people/kswartz']",September 2017,,,,,,,
7505,73,The Evolution of Corporate Cash,/papers/w23767,23767,"['John R. Graham', 'Mark T. Leary']","['/people/john_graham', '/people/mark_leary']",September 2017,,,,,,,
10297,41,Monetary Policy Spillovers and the Trilemma in the New Normal: Periphery Country Sensitivity to Core Country Conditions,/papers/w21128,21128,"['Joshua Aizenman', 'Menzie D. Chinn', 'Hiro Ito']","['/people/joshua_aizenman', '/people/menzie_chinn', '/people/hiro_ito']",May 2015,,,,,,,
10298,42,"Productivity, Safety, and Regulation in Underground Coal Mining: Evidence from Disasters and Fatalities",/papers/w21129,21129,"['Gautam Gowrisankaran', 'Charles He', 'Eric A. Lutz', 'Jefferey L. Burgess']","['/people/gautam_gowrisankaran', '/people/charles_he', '/people/eric_lutz', '/people/jefferey_burgess']",May 2015,,,,,,,
10299,43,Does Exposure to Economics Bring New Majors to the Field? Evidence from a natural Experiment.,/papers/w21130,21130,"['Hans Fricke', 'Jeffrey Grogger', 'Andreas Steinmayr']","['/people/hansfricke', '/people/jeffrey_grogger', '/people/andreas_steinmayr_']",May 2015,,,,,,,
10300,44,Executive Compensation: A Modern Primer,/papers/w21131,21131,"['Alex Edmans', 'Xavier Gabaix']","['/people/alex_edmans', '/people/xavier_gabaix']",May 2015,,,,,,,
10301,45,Identification and Efficient Semiparametric Estimation of a Dynamic Discrete Game,/papers/w21125,21125,"['Patrick Bajari', 'Victor Chernozhukov', 'Han Hong', 'Denis Nekipelov']","['/people/patrick_bajari', '/people/victor_chernozhukov', '/people/han_hong_1', '/people/denis_nekipelov']",May 2015,,,,,,,
10302,46,Is the Focus on Food Deserts Fruitless? Retail Access and Food Purchases Across the Socioeconomic Spectrum,/papers/w21126,21126,"['Jessie Handbury', 'Ilya Rahkovsky', 'Molly Schnell']","['/people/jessie_handbury', '/people/ilya_rahkovsky', '/people/molly_schnell']",May 2015,,,,,,,
10303,47,Redistribution and Group Participation: Comparative Experimental Evidence from Africa and the UK,/papers/w21127,21127,"['Marcel Fafchamps', 'Ruth Vargas Hill']","['/people/marcel_fafchamps', '/people/ruth_vargas_hill']",May 2015,,,,,,,
10304,48,What Do Private Equity Firms Say They Do?,/papers/w21133,21133,"['Paul Gompers', 'Steven N. Kaplan', 'Vladimir Mukharlyamov']","['/people/paul_gompers', '/people/steven_kaplan', '/people/vladimir_mukharlyamov']",May 2015,,,,,,,
10305,49,Slack Time and Innovation,/papers/w21134,21134,"['Ajay Agrawal', 'Christian Catalini', 'Avi Goldfarb']","['/people/ajay_agrawal', '/people/christian_catalini', '/people/avi_goldfarb']",May 2015,,,,,,,
10306,50,How Modern Dictators Survive: An Informational Theory of the New Authoritarianism,/papers/w21136,21136,"['Sergei Guriev', 'Daniel Treisman']","['/people/sergei_guriev', '/people/daniel_treisman']",May 2015,,,,,,,
10307,51,Improving Policy Functions in High-Dimensional Dynamic Games,/papers/w21124,21124,"['Carlos A. Manzanares', 'Ying Jiang', 'Patrick Bajari']","['/people/carlos_manzanares', '/people/ying_jiang', '/people/patrick_bajari']",May 2015,,,,,,,
10308,52,Career Technical Education and Labor Market Outcomes: Evidence from California Community Colleges,/papers/w21137,21137,"['Ann Huff Stevens', 'Michal Kurlaender', 'Michel Grosz']","['/people/ann_stevens', '/people/michal_kurlaender', '/people/michel_grosz']",May 2015,,,,,,,
10309,53,Networks and Manufacturing Firms in Africa: Results from a Randomized Field Experiment,/papers/w21132,21132,"['Marcel Fafchamps', 'Simon R. Quinn']","['/people/marcel_fafchamps', '/people/simonrquinn']",May 2015,,,,,,,
10310,54,Demystifying the Chinese Housing Boom,/papers/w21112,21112,"['Hanming Fang', 'Quanlin Gu', 'Wei Xiong', 'Li-An Zhou']","['/people/hanming_fang', '/people/quanlin_gu', '/people/wei_xiong', '/people/lian_zhou']",April 2015,,,,,,,
10311,55,The U.S. Electricity Industry After 20 Years of Restructuring,/papers/w21113,21113,"['Severin Borenstein', 'James Bushnell']","['/people/severin_borenstein', '/people/james_bushnell']",April 2015,,,,,,,
10312,56,"The Weaker Sex? Vulnerable Men, Resilient Women, and Variations in Sex Differences in Mortality since 1900",/papers/w21114,21114,"['Mark R. Cullen', 'Michael Baiocchi', 'Karen Eggleston', 'Pooja Loftus', 'Victor Fuchs']","['/people/mark_cullen', '/people/michael_baiocchi', '/people/karen_eggleston', '/people/pooja__loftus', '/people/victor_fuchs']",April 2015,,,,,,,
10313,57,Welfare and Distributional Implications of Shale Gas,/papers/w21115,21115,"['Catherine Hausman', 'Ryan Kellogg']","['/people/catherine_hausman', '/people/ryan_kellogg']",April 2015,,,,,,,
10314,58,Green Skills,/papers/w21116,21116,"['Francesco Vona', 'Giovanni Marin', 'Davide Consoli', 'David Popp']","['/people/francesco_vona', '/people/giovanni_marin', '/people/davide_consoli', '/people/david_popp']",April 2015,,,,,,,
10315,59,"Culture, Institutions and Democratization",/papers/w21117,21117,"['Yuriy Gorodnichenko', 'Gerard Roland']","['/people/yuriy_gorodnichenko', '/people/gerard_roland']",April 2015,,,,,,,
10316,60,Liquidity as Social Expertise,/papers/w21118,21118,['Pablo Kurlat'],['/people/pablo_kurlat'],April 2015,,,,,,,
10317,61,Goldilocks Economies? Temperature Stress and the Direct Impacts of Climate Change,/papers/w21119,21119,"['Geoffrey Heal', 'Jisung Park']","['/people/geoffrey_heal', '/people/jisung_park']",April 2015,,,,,,,
10318,62,The Effect of State Taxes on the Geographical Location of Top Earners: Evidence from Star Scientists,/papers/w21120,21120,"['Enrico Moretti', 'Daniel Wilson']","['/people/enrico_moretti', '/people/daniel_wilson']",April 2015,,,,,,,
10319,63,"High-frequency, Algorithmic Spillovers Between NASDAQ and Forex",/papers/w21122,21122,"['Takatoshi Ito', 'Masahiro Yamada']","['/people/takatoshi_ito', '/people/masahiro_yamada']",April 2015,,,,,,,
10320,64,Monnet's Error?,/papers/w21121,21121,"['Luigi Guiso', 'Paola Sapienza', 'Luigi Zingales']","['/people/luigi_guiso', '/people/paola_sapienza', '/people/luigi_zingales']",April 2015,,,,,,,
10321,65,Are Immigrants a Shot in the Arm for the Local Economy?,/papers/w21123,21123,"['Gihoon Hong', 'John McLaren']","['/people/gihoon_hong', '/people/john_mclaren']",April 2015,,,,,,,
10322,66,Labor Market Slack and Monetary Policy,/papers/w21094,21094,"['David G. Blanchflower', 'Andrew T. Levin']","['/people/david_blanchflower', '/people/andrew_levin']",April 2015,,,,,,,
10323,67,Delay Functions as the Foundation of Time Preference: Testing for Separable Discounted Utility,/papers/w21095,21095,"['Keith Marzilli Ericson', 'Jawwad Noor']","['/people/keith_ericson', '/people/jawwad_noor']",April 2015,,,,,,,
10324,68,The Use and Misuse of Models for Climate Policy,/papers/w21097,21097,['Robert S. Pindyck'],['/people/robert_pindyck'],April 2015,,,,,,,
10325,69,The Half-Life of Happiness: Hedonic Adaptation in the Subjective Well-Being of Poor Slum Dwellers to a Large Improvement in Housing,/papers/w21098,21098,"['Sebastian Galiani', 'Paul J. Gertler', 'Raimundo Undurraga']","['/people/sebastian_galiani', '/people/paul_gertler', '/people/raimundo_undurraga']",April 2015,,,,,,,
10326,70,Is No News (Perceived as) Bad News? An Experimental Investigation of Information Disclosure,/papers/w21099,21099,"['Ginger Zhe Jin', 'Michael Luca', 'Daniel Martin']","['/people/ginger_jin', '/people/michael_luca', '/people/daniel_martin']",April 2015,,,,,,,
10327,71,Effects of Fiscal Shocks in a Globalized World,/papers/w21100,21100,"['Alan J. Auerbach', 'Yuriy Gorodnichenko']","['/people/alan_auerbach', '/people/yuriy_gorodnichenko']",April 2015,,,,,,,
